SK_ID_CURR,TARGET
100001,0.06673743137036772
100005,0.12824031191687466
100013,0.08426871286232802
100028,0.06036451506367077
100038,0.12802198477776827
100042,0.05518654089177648
100057,0.08422502876623289
100065,0.1244659745175968
100066,0.04968318117837827
100067,0.10171823434099309
100074,0.06506834978414958
100090,0.11506780060917322
100091,0.11605248820989851
100092,0.10104724367717205
100106,0.15635779829184232
100107,0.11276212285956927
100109,0.10096927345297992
100117,0.0782995691745309
100128,0.07239759789763364
100141,0.09009998371529072
100150,0.07304514767454212
100168,0.06630263595309155
100169,0.04559429561517069
100170,0.08582959427590138
100171,0.09838997536816205
100172,0.12259686053453836
100184,0.07512382850124827
100187,0.06418813848182166
100212,0.08722399454281957
100222,0.08575864100979305
100223,0.06257771808351806
100232,0.07362274410936497
100241,0.1391066932780523
100245,0.07937540799283396
100253,0.06144904488353152
100256,0.09224476225668927
100271,0.056392334846192625
100278,0.10370411599615847
100280,0.07112066785107424
100306,0.15164481584637954
100311,0.10828342576242839
100312,0.06563846836827483
100330,0.07398375275030925
100331,0.09175041556281452
100352,0.09584900789640123
100358,0.09450533203260567
100367,0.08804956500696612
100382,0.0845690089418614
100384,0.07324135138834534
100385,0.11475170916474098
100386,0.09111613425351328
100399,0.07457373579317732
100404,0.06883363949394655
100416,0.07317473376165709
100422,0.12435865475018734
100426,0.07837342248028674
100438,0.06681938478348118
100444,0.11006546434058974
100445,0.12442788601368655
100446,0.11612811935938486
100447,0.0663494598275975
100450,0.07597155304438631
100466,0.09050741631737584
100483,0.07315891588576803
100484,0.05519547311648511
100494,0.08201828941781476
100510,0.12759780222401076
100512,0.061473538148912606
100517,0.06949140039393466
100548,0.060819716195459055
100551,0.07093247787026646
100552,0.12399520229632058
100553,0.08415475262865893
100561,0.09109498031710436
100568,0.12073655034477009
100569,0.06897407898751548
100591,0.09723194770208349
100592,0.048119071928210654
100602,0.10635821460289518
100607,0.08002812381325769
100613,0.08609365054602357
100617,0.07790152199820245
100618,0.09213979322799153
100622,0.16152854459313035
100625,0.1234913943602162
100677,0.08394705097024054
100699,0.07604847750658396
100702,0.13277304312768126
100711,0.08414274583034304
100729,0.13954919249732678
100740,0.11620205341218048
100744,0.1025527248361162
100745,0.10017021685090613
100747,0.09711247593040385
100751,0.11045921151717197
100752,0.0883388623459502
100753,0.14467098179802257
100754,0.09885931410033148
100760,0.11096443041904391
100762,0.09571747611084405
100763,0.0753790741292735
100765,0.07540272327578097
100770,0.09974560605099654
100772,0.08557146954232693
100777,0.08387508659180735
100791,0.06790611307250484
100792,0.059408547229091134
100797,0.08717979018344651
100823,0.09290384203616311
100826,0.09218224854662374
100830,0.06794039319129246
100836,0.1321023769184805
100872,0.0820327147422185
100910,0.08717163394175677
100913,0.0601809446583636
100918,0.0774116322205166
100931,0.056828774994169225
100952,0.11785413368646648
100953,0.10588455826951611
100965,0.10852686410655876
100970,0.08214819780104449
100982,0.11727967690468191
100983,0.08635377383805246
100984,0.06690279192496552
100987,0.11350443348221503
100997,0.08933563633107905
100998,0.1296319929350715
101002,0.10045805214271276
101005,0.13207556153561953
101008,0.1205603535628171
101020,0.09539528712480065
101021,0.09125580015675161
101024,0.09257655275439837
101025,0.12413340415062595
101026,0.09918425796280166
101031,0.08810113424136151
101041,0.058298177373477596
101051,0.06481875914513438
101055,0.08873714313285522
101056,0.1296879546708617
101057,0.10025887860107065
101064,0.0747832221977464
101079,0.08222831550787356
101087,0.08769140346794971
101090,0.06553373259919648
101092,0.08911231528022003
101097,0.0987307276083819
101099,0.05792576227395087
101107,0.09046160359152912
101118,0.09158453334754171
101125,0.09862633584881518
101126,0.08151991905966216
101128,0.09583916397543152
101136,0.1276380622899558
101140,0.1053002231763173
101149,0.07490925913224306
101160,0.082516667780144
101169,0.1182325889860973
101181,0.07463990011207045
101186,0.05822136249917329
101190,0.10001069861840049
101193,0.11544198619857951
101194,0.08849251101035349
101198,0.09620979029489597
101200,0.07600674091184886
101204,0.1002094099214006
101211,0.08299118602234212
101213,0.08223874587123631
101223,0.07023980838812988
101225,0.09153562966015692
101237,0.07639621744325895
101243,0.08116076959037032
101244,0.10579742535102246
101258,0.0711911111551434
101259,0.15254480944683008
101268,0.10412187234510208
101269,0.0679178282402924
101271,0.11114482316005289
101279,0.07301689408281382
101281,0.09054399335776406
101287,0.0735736601622517
101292,0.09624030534369256
101294,0.07710585425215141
101296,0.0676149728549804
101297,0.08188714390420772
101299,0.060504725964165465
101301,0.07838841942179697
101305,0.0782922415800555
101308,0.06775211933218456
101318,0.056733245234786754
101327,0.11020025087077535
101329,0.10242491564128983
101332,0.06539064576272965
101337,0.09427235876255925
101343,0.06288862170110258
101345,0.08220504766482897
101346,0.09059796600630361
101353,0.053602254556297975
101354,0.10918900448105302
101355,0.09676224305760028
101356,0.058525117170998474
101362,0.10840359793930245
101363,0.12275504975386328
101365,0.08153214942652327
101366,0.09754669768862134
101367,0.11825219899701764
101368,0.05535449060219072
101374,0.12136358586630197
101380,0.06095798814311065
101383,0.06802109642670491
101398,0.05393452368146872
101399,0.1347851469905175
101401,0.09606001407981503
101412,0.1000200601965736
101426,0.10754261748954465
101427,0.13832483148765348
101428,0.10044859040135791
101429,0.09749343665845424
101434,0.06966935727294048
101440,0.09024951675841657
101448,0.09560176729694937
101449,0.08159008312995077
101465,0.07412551789503274
101467,0.0664114629652432
101472,0.14385833269105006
101478,0.08287683467163831
101497,0.086983105648105
101504,0.06631313191032208
101547,0.08397918978046924
101548,0.09923673700120972
101555,0.07838023388023549
101570,0.0932711086194974
101572,0.07104130618241175
101578,0.07884046332694845
101580,0.1072767726914254
101588,0.09939785456407922
101602,0.07660417633537592
101610,0.10064013361972
101614,0.11804417372219665
101616,0.09628085301769017
101643,0.09200656745267868
101644,0.09777399714067055
101649,0.0865416116006561
101650,0.10120073022119501
101665,0.06314628509162755
101667,0.12793478273013237
101669,0.05901541897735194
101674,0.1342885705427897
101675,0.08723428232063689
101678,0.10705863186058327
101682,0.07799459167910061
101686,0.09765411500009677
101697,0.12719944745459788
101700,0.09142256439198858
101711,0.06997581619857916
101714,0.05117475714116607
101715,0.10546010354335092
101728,0.09605604054387357
101732,0.07204311531236926
101757,0.09363213362259028
101758,0.0992804229343095
101759,0.10267192377852608
101762,0.05134396077338757
101764,0.07344524812632242
101780,0.11448845619628399
101784,0.08941072508242921
101789,0.07308318761287418
101816,0.08470910826981742
101819,0.059897503341243094
101827,0.043719788356978914
101863,0.0849810893481703
101867,0.10162346612288113
101870,0.07272965558883358
101873,0.1044270270620453
101878,0.09592475914178444
101879,0.05716701166381348
101880,0.07174360677530692
101887,0.1081047853115421
101897,0.0638660854129558
101901,0.06278096052117495
101903,0.14520075651557446
101920,0.0711210781427422
101921,0.08245144169800532
101922,0.08247847931300761
101961,0.15174484701301025
101962,0.0771395336466118
101971,0.07244556310287907
101976,0.12333925005847693
102002,0.09837185249991409
102005,0.06757237280036757
102007,0.14059301210253117
102017,0.07211048503613043
102019,0.12175318371896145
102029,0.06051267333996533
102051,0.08967770962896723
102052,0.06638285509062165
102054,0.07856230453714412
102062,0.11337634185861664
102067,0.10137331024667463
102068,0.09380310824752082
102070,0.07125028310704314
102090,0.077461476466424
102092,0.13775554700304096
102099,0.12590378898161836
102100,0.0528545211759377
102112,0.09978514131177182
102113,0.09716283320861911
102122,0.10257797184002553
102123,0.07568560263667122
102125,0.06799486292369704
102126,0.10474155594782951
102146,0.093118079653996
102147,0.1022188213653204
102151,0.08326490688012822
102158,0.09333455531135378
102159,0.07691470318622995
102162,0.06909638619886475
102165,0.07908474457856463
102166,0.10094710592858727
102174,0.06698577630318177
102193,0.13926723355505194
102198,0.08774118561882413
102205,0.10544098155900224
102206,0.09585454700047548
102218,0.09115328953622194
102221,0.09545970719532432
102230,0.0882755380595902
102238,0.08497642421625182
102248,0.06663366978066736
102252,0.10053909743260038
102259,0.064541510942467
102262,0.0993168202619309
102273,0.07214314027484332
102286,0.09214040353225934
102293,0.08283078994834635
102294,0.05874336308487777
102296,0.07115124006882238
102298,0.10466719498381508
102303,0.07712650234597741
102309,0.09477308820995291
102315,0.0666220630710825
102340,0.07634256831322364
102342,0.06833356986583652
102344,0.08759181778422985
102346,0.10866414908804832
102347,0.0667020713291179
102374,0.10812010473691766
102380,0.10180031412461713
102387,0.08136739495539409
102393,0.07398908742777004
102403,0.08263713663278875
102413,0.08841548885047057
102414,0.06626091131095196
102415,0.07878805621715446
102416,0.08095750336926151
102439,0.09132695583227479
102441,0.0832124616533692
102443,0.07590205832699039
102444,0.10184941120642116
102445,0.1416714585293945
102448,0.07056955023843023
102449,0.09168025388804307
102450,0.13162290293543633
102456,0.07231958978371666
102458,0.09467911397895734
102459,0.0762526889274212
102465,0.052019836174592785
102470,0.1284049843288535
102471,0.061779213888685985
102475,0.11568871303588062
102476,0.11014220320190277
102506,0.06802085919732438
102509,0.072327192007892
102519,0.08296358574476959
102522,0.0715007372917289
102545,0.07098372154124484
102549,0.12041909449450093
102562,0.06666663772017882
102563,0.07920421683074182
102568,0.10349549527164305
102582,0.10979128412304949
102592,0.05556570342511101
102597,0.07977892112429077
102605,0.10010680744586986
102614,0.09023424123863297
102617,0.0929553201221592
102634,0.06416840381574587
102652,0.06217535254641024
102655,0.04457321093513691
102671,0.0590542966742821
102694,0.07973557715761168
102701,0.09740704559763813
102703,0.04961319760859136
102704,0.06876339144462469
102713,0.04055897516255093
102720,0.0923439176521957
102731,0.07201919917481495
102733,0.07348520172641304
102749,0.10881388476403928
102755,0.07016947995747089
102763,0.0770971398623768
102770,0.10418001040489165
102772,0.09258074490290062
102799,0.09313855442817162
102838,0.08388707918989352
102854,0.07971979763251957
102862,0.1209416587196331
102863,0.09227842692738686
102867,0.06989758013343284
102868,0.06707787824565077
102878,0.08980764173159735
102887,0.08561041251394678
102898,0.11041387608271033
102904,0.08116923085401995
102912,0.1265104257255735
102919,0.06429324701391159
102927,0.07199983734299725
102932,0.09634593998312861
102933,0.13417144650346727
102935,0.057878508189304075
102958,0.09945954358704494
102969,0.09347485809889203
102971,0.07697304005813285
102975,0.06770077696335844
102979,0.10080602294864709
102982,0.058485560489500286
102987,0.12128689767688192
102989,0.08214491211684724
102995,0.089012775989745
102996,0.08729893790174613
103000,0.05721901681962398
103001,0.10404601388038982
103004,0.08121101895412702
103010,0.08258415599081809
103025,0.1043907266691563
103029,0.09823463909024648
103046,0.09149393588463331
103056,0.07992553334433353
103062,0.08018896419668538
103078,0.1009359027556938
103083,0.0596230679812043
103092,0.08975950104550896
103096,0.0798815794612758
103097,0.11637758583578714
103102,0.1245090754087479
103112,0.08721592398842369
103132,0.05866331033723634
103144,0.08223900972256894
103145,0.07906681729535191
103146,0.0653237707296036
103147,0.10742866568663431
103158,0.07805319184355757
103171,0.1077605752583529
103173,0.0609038584972054
103184,0.09189475663860373
103195,0.09721570192617777
103196,0.05988231598527706
103206,0.07357845770368628
103230,0.0874358992799107
103231,0.10349200500320328
103232,0.09361319921653062
103239,0.12720547982912878
103240,0.08385565392036243
103243,0.06721994265922032
103252,0.0966400966525537
103258,0.07411070735158388
103259,0.09879417351299692
103279,0.07008631375142485
103280,0.05294043607938054
103286,0.08421450715115811
103287,0.12406034089185418
103290,0.0880187741036144
103298,0.09202021127143875
103315,0.050478291559541026
103319,0.07758480745392077
103334,0.11221710108965981
103336,0.113068168490488
103345,0.08783166287770103
103368,0.07548407094054063
103371,0.1034538456700453
103377,0.06963312307050414
103398,0.062260725429290203
103404,0.061150317059231726
103408,0.10610883525436586
